17.13964844,0.1365737915,0
130.2578125,0.1350402832,0
129.0546875,0.1368789673,0
132.1171875,0.1341171265,0
129.359375,0.1365737915,0
128.1171875,0.1417999268,0
130.8125,0.1359558105,0
133.0390625,0.1381149292,0
130.8984375,0.1424179077,0
129.1171875,0.138420105,0
128.7578125,0.1341171265,0
126.9179688,0.1411895752,0
122.578125,0.1424179077,0
118.6992188,0.1362686157,0
113.3789063,0.1390380859,0
100.7773438,0.1387252808,0
89.59765625,0.1368789673,0
84.15625,0.14087677,0
79.91796875,0.1451873779,0
78.77734375,0.1424179077,0
77.71875,0.1430358887,0
78.359375,0.1374969482,0
77.9375,0.1359558105,0
78.13671875,0.1417999268,0
79.13671875,0.1387252808,0
79.65625,0.1387252808,0
80.1171875,0.141494751,0
84.73828125,0.1396484375,0
94.4765625,0.1381149292,0
120.5390625,0.1402664185,0
130.6328125,0.1451873779,0
130.4140625,0.1448745728,0
134.5546875,0.1402664185,0
136.6171875,0.1421127319,0
136.8984375,0.138420105,1
136.734375,0.147644043,1
134.9375,0.1461105347,1
135.3359375,0.1473388672,1
138.8125,0.1371917725,1
138.5,0.1399536133,1
134.453125,0.1436462402,1
139.1328125,0.14087677,1
142.15625,0.1430358887,1
134.0390625,0.1362686157,1
130.9375,0.1393432617,1
129.515625,0.1430358887,1
129.5546875,0.1457977295,1
130.578125,0.1374969482,1
130.15625,0.1421127319,1
130.6796875,0.143951416,1
129.8984375,0.1448745728,1
130.2734375,0.1461105347,1
130.734375,0.1448745728,1
133.4140625,0.1399536133,1
135.515625,0.1421127319,1
136.2578125,0.1430358887,1
135.453125,0.1421127319,1
136.234375,0.1411895752,1
134.7578125,0.1430358887,1
131.2578125,0.1457977295,1
128.21875,0.1411895752,1
125.6171875,0.1482620239,1
123.578125,0.143951416,1
110.9570313,0.1381149292,0
94.9765625,0.14087677,0
87.71875,0.1442642212,0
82.59765625,0.1402664185,0
80.59765625,0.1421127319,0
76.5,0.141494751,0
74.45703125,0.1374969482,0
73.859375,0.138420105,0
74.359375,0.141494751,0
74.1796875,0.1424179077,0
74.55859375,0.1387252808,0
75.13671875,0.137802124,1
81.6796875,0.01356840134,1
87.1796875,0.1119766235,1
105.9375,0.1258087158,1
117.15625,0.1181259155,1
121.3164063,0.1236610413,1
128.953125,0.124584198,1
131.5,0.126121521,1
134.4375,0.1248893738,1
144.515625,0.1279602051,1
151.3125,0.1282730103,1
156.3359375,0.1313476563,1
155.9140625,0.1288833618,1
153.9765625,0.128578186,1
150.796875,0.1288833618,1
146.8359375,0.1288833618,1
144.71875,0.1279602051,1
144.65625,0.1279602051,1
143.3984375,0.1344223022,1
140.6171875,0.1276550293,1
140.4765625,0.1267318726,0
139.0390625,0.1350402832,0
139.6328125,0.1325759888,0
137.21875,0.1319580078,0
130.1171875,0.1270446777,0
127.5585938,0.1374969482,1
129.3359375,0.1325759888,1
130.015625,0.1338043213,1
130.859375,0.1319580078,1
131.359375,0.1350402832,1
129.3984375,0.1279602051,1
107.5585938,0.1334991455,1
72.27734375,0.1338043213,1
50.51953125,0.1350402832,1
41.25976563,0.1301193237,1
35.19921875,0.1356506348,1
26.57910156,0.1344223022,0
26.89941406,0.1356506348,0
24.47949219,0.135345459,0
15.05957031,0.1381149292,0
8.119628906,0.1307296753,0
5.819824219,0.1362686157,0
4.199951172,0.1334991455,0
3.279907227,0.1399536133,0
2.5,0.1350402832,0
2.33996582,0.134727478,0
2.139892578,0.1356506348,0
1.819946289,0.1325759888,0
1.41998291,0.1359558105,0
1.519958496,0.1362686157,0
1.699951172,0.1334991455,0
6.579833984,0.1362686157,0
16.91992188,0.1338043213,0
5.639892578,0.1307296753,0
0.3199920654,0.134727478,0
